Timestamp(ms),IP_Address,RTT(ms),SequenceNum
332977,192.168.1.8|53353,291057,1050
333237,192.168.1.8|53353,291309,1051
333522,192.168.1.8|53353,291585,1052
333756,192.168.1.8|53353,291810,1053
334013,192.168.1.8|53353,292060,1054
334273,192.168.1.8|53353,292309,1055
334506,192.168.1.8|53353,292532,1056
334784,192.168.1.8|53353,292802,1057
335035,192.168.1.8|53353,293045,1058
335319,192.168.1.8|53353,293321,1059
335577,192.168.1.8|53353,293570,1060
335843,192.168.1.8|53353,293828,1061
336074,192.168.1.8|53353,294051,1062
336371,192.168.1.8|53353,294339,1063
336628,192.168.1.8|53353,294587,1064
336903,192.168.1.8|53353,294852,1065
337096,192.168.1.8|53353,295037,1066
337363,192.168.1.8|53353,295295,1067
337543,192.168.1.8|53353,295467,1068
337812,192.168.1.8|53353,295728,1069
338001,192.168.1.8|53353,295909,1070
338246,192.168.1.8|53353,296146,1071
338449,192.168.1.8|53353,296340,1072
338708,192.168.1.8|53353,296591,1073
338939,192.168.1.8|53353,296814,1074
339212,192.168.1.8|53353,297078,1075
339475,192.168.1.8|53353,297331,1076
339739,192.168.1.8|53353,297587,1077
339986,192.168.1.8|53353,297825,1078
340264,192.168.1.8|53353,298095,1079
340522,192.168.1.8|53353,298345,1080
340765,192.168.1.8|53353,298577,1081
341026,192.168.1.8|53353,298830,1082
341269,192.168.1.8|53353,299064,1083
341577,192.168.1.8|53353,299364,1084
341823,192.168.1.8|53353,299602,1085
342071,192.168.1.8|53353,299842,1086
342361,192.168.1.8|53353,300123,1087
342597,192.168.1.8|53353,300350,1088
342851,192.168.1.8|53353,300594,1089
343106,192.168.1.8|53353,300840,1090
343383,192.168.1.8|53353,301109,1091
343641,192.168.1.8|53353,301357,1092
343891,192.168.1.8|53353,301599,1093
344116,192.168.1.8|53353,301815,1094
344408,192.168.1.8|53353,302099,1095
344653,192.168.1.8|53353,302334,1096
344903,192.168.1.8|53353,302576,1097
345177,192.168.1.8|53353,302841,1098
345418,192.168.1.8|53353,303072,1099
345695,192.168.1.8|53353,303341,1100
345938,192.168.1.8|53353,303576,1101
346188,192.168.1.8|53353,303817,1102
346445,192.168.1.8|53353,304066,1103
346701,192.168.1.8|53353,304314,1104
346941,192.168.1.8|53353,304544,1105
347216,192.168.1.8|53353,304811,1106
347444,192.168.1.8|53353,305030,1107
347712,192.168.1.8|53353,305291,1108
347993,192.168.1.8|53353,305563,1109
348259,192.168.1.8|53353,305820,1110
348514,192.168.1.8|53353,306067,1111
348758,192.168.1.8|53353,306302,1112
349039,192.168.1.8|53353,306574,1113
349275,192.168.1.8|53353,306801,1114
349589,192.168.1.8|53353,307107,1115
349841,192.168.1.8|53353,307350,1116
350074,192.168.1.8|53353,307575,1117
350361,192.168.1.8|53353,307854,1118
350579,192.168.1.8|53353,308060,1119
350854,192.168.1.8|53353,308326,1120
351048,192.168.1.8|53353,308510,1121
351309,192.168.1.8|53353,308762,1122
351563,192.168.1.8|53353,309008,1123
351819,192.168.1.8|53353,309254,1124
352056,192.168.1.8|53353,309481,1125
352343,192.168.1.8|53353,309758,1126
352615,192.168.1.8|53353,310022,1127
352890,192.168.1.8|53353,310289,1128
353126,192.168.1.8|53353,310517,1129
353378,192.168.1.8|53353,310760,1130
353674,192.168.1.8|53353,311047,1131
353910,192.168.1.8|53353,311275,1132
354197,192.168.1.8|53353,311553,1133
354445,192.168.1.8|53353,311791,1134
354678,192.168.1.8|53353,312016,1135
354929,192.168.1.8|53353,312259,1136
355181,192.168.1.8|53353,312502,1137
355418,192.168.1.8|53353,312730,1138
355668,192.168.1.8|53353,312973,1139
355946,192.168.1.8|53353,313243,1140
356186,192.168.1.8|53353,313474,1141
356405,192.168.1.8|53353,313684,1142
356634,192.168.1.8|53353,313906,1143
356866,192.168.1.8|53353,314130,1144
357108,192.168.1.8|53353,314364,1145
357380,192.168.1.8|53353,314627,1146
357630,192.168.1.8|53353,314869,1147
357910,192.168.1.8|53353,315139,1148
358145,192.168.1.8|53353,315366,1149
358392,192.168.1.8|53353,315604,1150
358687,192.168.1.8|53353,315892,1151
358922,192.168.1.8|53353,316118,1152
359157,192.168.1.8|53353,316344,1153
359406,192.168.1.8|53353,316585,1154
359630,192.168.1.8|53353,316801,1155
